,0,1,2,3,4,5,6,7,8,9,topic_id,topic_txt,topics,title,authors,keywords,abstracts,department,url,pub_date,x,y,clean title,authors abbrev
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5369078516960144,0.45707377791404724,8,physical; level; activity; specie; female; increase; male; stress; suggest; current,Topic: 8,Hostile Takeover: The Effects of Work Stress,Monica D. Barletta,"Educational leadership, female principals, job satisfaction, spillover, work stress, work-family border theory, work-family conflict","Guided by family/work border theory, this phenomenological study explored the effects of stress while attempting to balance work and home through the lens of six high school female principals from the Central and Northern parts of California.  This qualitative study used a phenomenological approach to examine the effects stress had on the physical and mental health of participants.  Phenomenological interviews provided a rich description of the lived experiences of female high school principals.  A thorough analysis of data exposed six distinct themes: (a) work became the priority, (b) coping mechanisms, (c) implications of being a woman, (d) lonely at the top, (e) blurred boundaries, and (f) the need for more support.  Study participants’ experiences provide insight into the primary sources of stress, how stress affected their physical and mental health, the effect their stress had on their home domain, and how participants coped with the stress.  Findings from this study address ways stress can be minimized to better balance work and home.",Education,https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=4781&context=uop_etds,2022,14.947611,17.238634,Hostile Takeover The Effects of Work Stress,"Barletta, M."
1,0.0,0.0,0.2359667718410492,0.0,0.7510570287704468,0.0,0.0,0.0,0.0,0.0,4,model; energy; water; rate; drug; datum; base; material; find; increase,Topic: 4,The Vagabond Flourine Atom Revisited: Dissociative Photoionization of Tri- and Pentafluoropropene,Jessica K. De La Cruz,"Chemistry, Pharmaceutical sciences, Physical chemistry, Dissociative Photoionization, Hydrofluorocarbons, Pentafluoropropene, PEPICO, Trifluoropropene","Photoelectron Photoion Coincidence (PEPICO) Spectroscopy studies on two unsaturated hydrofluorocarbons (HFCs), also known as hydrofluoroolefines (HFOs), are presented here. Previously, the Sztáray group has studied the dissociation of trans-1,3,3,3-tetrafluoroprop-1-ene (ElixClean), which is a fourth-generation refrigerant and propellant and has lower global warming potential than its precursors. My study is an extension of the ElixClean study as it aims to explore how the different number of fluorine atoms impact the dissociation reactions of these molecules. Both 3,3,3-trifluoropropene (TFP) and cis-1,2,3,3,3- pentafluoropropene (PFP) are also utilized as propellants and refrigerants.Measurements were carried out with remote access to the CRF-PEPICO (combustion reactions followed by photoelectron photoion coincidence spectroscopy) endstation of the vacuum-ultraviolet (VUV) beamline at the Swiss Light Source (SLS). Gas phase samples were intersected with tunable vacuum ultraviolet synchrotron light to create photoions and photoelectrons which are then detected in coincidence. Breakdown diagrams were then obtained by integrating the photoelectron-photoion coincidence signal for times of flight corresponding the precursor and fragment ions and plotting their fractional abundances at each photon energy. Analysis of these dissociation mechanisms was aided by ab initio calculations.",Pharmaceutical and Chemical Sciences,https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=4784&context=uop_etds,2022,-8.306622,-1.2908008,The Vagabond Flourine Atom Revisited Dissociative Photoionization of Tri- and Pentafluoropropene,"Cruz, J."
2,0.10386022925376892,0.2801249623298645,0.0,0.05893739312887192,0.0,0.0,0.0,0.0,0.162471741437912,0.3922109305858612,9,school; teacher; education; student; practice; program; american; support; educational; explore,Topic: 9,All IN PIX YPAR: A YOUTH PARTICIPATORY ACTION RESEARCH STUDY OF STUDENTS WITH SIGNIFICANT DISABILITIES IN HIGH SCHOOL,Jessica L. Jennings,"Disability studies, Education policy, Secondary education, critical disability theory, empowerment education theory, inclusion, photovoice, significant disability, social model of disability theory","Education facilitates community involvement, participation, and acceptance, but not for students with significant disabilities who are taught in separate settings.  The policy of separate education derives from arcane beliefs, limited research, and misconceptions that result in people with disabilities having choices made for them not with them.  The All IN Pix YPAR asked six high school students with significant disabilities to photo document a week in their high school yearbook class.  Each day after school, the students discussed a single photo using a modified photovoice method in structured interviews using the SHOWeD questioning protocol.  After data capture, during a Zoom focus group interview, participant photographers picked 10 pictures and identified themes.  Study district schoolteachers opted into the ALL IN Pix Gallery Exhibit Survey and shared their reactions to the images and student comments.  The teachers found the exhibit impactful in providing a view of the students’ world, giving voices to students, and teaching the teachers more about the people beyond their disabilities.  Students felt empowered in classes where they had choice in their education. Student participants became advocates for change over the course of the study.  Recommendations for practice include, adopting students’ requests for experiential and choice driven instruction, incorporation of photovoice into individualized education plan development, club involvement, and teacher development.  The All IN Pix YPAR study empowered student participants through self-advocacy and personal autonomy, which align to the study theoretical frameworks of empowerment education theory, critical disability theory, and the social model of disability theory (Kunt, 2020).",Education,https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=4783&context=uop_etds,2022,9.688434,4.873543,All IN PIX YPAR A YOUTH PARTICIPATORY ACTION RESEARCH STUDY OF STUDENTS WITH SIGNIFICANT DISABILITIES IN HIGH SCHOOL,"Jennings, J."
3,0.0,0.0,0.0,0.2737443149089813,0.0,0.7227826714515686,0.0,0.0,0.0,0.0,5,relationship; student; self; academic; measure; group; report; intervention; participant; test,Topic: 5,EFFECTS OF PEER RELATIONSHIPS ON THE RELATIONSHIP BETWEEN AVOIDANT ATTACHMENT AND ROMANTIC INTIMACY AMONG ADOLESCENTS,Selina Johnson,,"Adolescence is a time when interacting with the opposite sex tends to increase and become more serious, and romantic relationships start to form. However, for some adolescents, specifically adolescents who have an avoidant state of mind in regards to attachment, romantic relationships and particularly intimacy is an experience they may find challenging. Given the importance of intimacy in an adolescent’s life, this study proposes to investigate whether the quality of peer relationships can influence romantic intimacy among adolescents with an avoidant attachment. Friendship quality was chosen as a mediating variable in the present study to examine if the quality of peer relationships positively influences the relationship between avoidant attachment and romantic intimacy among adolescents. Specifically, the present study aims to answer the following research questions: (1) Is avoidant attachment linked to the quality of peer relationships among adolescents? (2) Do peer relationships mediate the relationship between avoidant attachment and romantic intimacy among adolescents? While it is known that avoidant attachment negatively impacts romantic intimacy, there is contradicting evidence suggesting that attachment influences the quality of peer relationships (Boling et al., 2011; Ducharme et al., 2002; Groh et al., 2014; Kerns, 1996; Markiewicz et al., 2001; Schwarz et al., 2012). Some studies show that individuals with an avoidant attachment tend to have difficulty creating and maintaining satisfactory peer relationships and friendships while other studies found no evidence that attachment impacts peer relationships or friendship quality (Boling et al., 2011; Kerns et al., 1996; Schwarz et al., 2012). This study will investigate whether adolescents with an avoidant attachment have poorer quality of peer relationships and whether peer relationships have a positive effect on the relationship between avoidant attachment and romantic intimacy in adolescence. This study will analyze data collected from the National Institute of Child Health and Development – Study of Early Child Care and Youth Development. Structural equation models will be used to test the possibility of quality of peer relationships as a mediator for the relationship between avoidant attachment and romantic intimacy.",Educational and School Psychology,https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=4786&context=uop_etds,2022,6.731778,-10.259554,EFFECTS OF PEER RELATIONSHIPS ON THE RELATIONSHIP BETWEEN AVOIDANT ATTACHMENT AND ROMANTIC INTIMACY AMONG ADOLESCENTS,"Johnson, S."
4,0.0,0.0,0.1666940599679947,0.0,0.7357310652732849,0.0,0.08985533565282822,0.0,0.0,0.0,4,model; energy; water; rate; drug; datum; base; material; find; increase,Topic: 4,GC/MS AND LC/MS APPROACHES TO CHEMICAL COMMUNICATION IN PLANTS AND MARINE CYANOBACTERIA,Carolyn Keim,Chemistry,"Natural products are small organic compounds synthesized by living organisms including plants, animals, and microbes. These fall into one of two categories, primary metabolites are required for survival, but secondary metabolites usually play a more accessory role. Extracts from organisms have proven to be useful to humans throughout history. Prior to evidence-based western medicine practices, natural products were the only source of medicine and remain as a treatment source for underdeveloped nations. Today, natural products have either been approved by or have served as the template for many FDA approved drugs. Based on a survey of all FDA approved drugs between 1981 and 2019, 4% were pure natural products, 19% were natural product derivatives, and 3% were synthetic drugs with a natural product inspired pharmacophore.",Pharmaceutical and Chemical Sciences,https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=4787&context=uop_etds,2022,-8.626738,-1.3989866,GCMS AND LCMS APPROACHES TO CHEMICAL COMMUNICATION IN PLANTS AND MARINE CYANOBACTERIA,"Keim, C."
5,0.0,0.11310321092605591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8821380138397217,9,school; teacher; education; student; practice; program; american; support; educational; explore,Topic: 9,Intrinsic motivation is not enough: Exploring the decision to pursue promotion to full professor,Margaret Roberts,"Higher education, career advancement, faculty careers, intrinsic motivation, promotion","The academic career path for tenure track faculty in most four-year universities in the United States allows those who earn tenure to make an individual choice about whether to pursue promotion to the rank of full professor.  Limited research exists on the intrinsic motivators that individuals possess and draw upon to push past obstacles or challenges they encounter along their academic career journey.  This study explored the role of intrinsic motivation in the decision of tenured associate professors to pursue promotion to full professor.  Using a basic qualitative research design, this inquiry involved two in-depth interviews each with seven participants.  Data analysis followed a thematic approach to make meaning of the participants’ thoughts and elicit findings guided by the research questions and the framework of career motivation theory encompassing three constructs: career resilience, career insight, and career identity.  The findings from this study show both intrinsic motivations and external influences that are at play in the career decision process and illustrate how the tenured university professor’s career is a journey rife with obstacles that intrinsic motivation alone is insufficient to navigate.  The implications of this study suggest ways to better support tenured faculty who aspire to promotion to full professor and offers advice for faculty who find themselves pondering this career decision with limited guideposts to direct them.",Education,https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=4782&context=uop_etds,2022,18.006893,11.032848,Intrinsic motivation is not enough Exploring the decision to pursue promotion to full professor,"Roberts, M."
6,0.0,0.0,0.0,0.052870843559503555,0.38013389706611633,0.0,0.5631113052368164,0.0,0.0,0.0,6,protein; cell; expression; peptide; drug; cancer; bind; dna; target; structure,Topic: 6,GAS-PHASE ACID-BASE PROPERTIES AND CONFORMATIONS OF OLIGOPEPTIDES THROUGH MASS SPECTROMETRY AND COMPUTATIONAL STUDIES,Yuntao Zhang,"Chemistry, Analytical chemistry, Physical chemistry","This dissertation presents a comprehensive study of the peptides of interest to deeper understand the gas-phase acid-base properties in relation to their conformations and chirality.  In the first part of the study, two pairs of alanine (A)-based isomeric peptides consisting of a basic probe, lysine (Lys) or 2,3-diaminopropionic acid (Dap), were investigated to understand the nature of the enhanced basicity when the basic probe was moved from the N-terminus to the C-terminus.  In the second part of the study, alanine-based peptides containing a cysteine (C) as the acidic probe were investigated to understand the chirality effects on the gas-phase acidity by altering the chiral centers systemically.  Previous studies by mass spectrometry showed that the peptides ALys and AADap have had remarkably higher proton affinity (PA) compared to their isomeric counterparts LysA and DapAA.  In this work, conformations, energetics, and molecular properties of the peptide systems have been thoroughly characterized through infrared multiple photon dissociation (IRMPD) spectroscopy and quantum chemical computations utilizing a set of molecular modeling tools.  The molecular properties include charge distribution, dipole moment, torsional strain, hydrogen bonding, and non-covalent interaction.  Computational studies yielded the lowest energy conformations along with their theoretical infrared (IR) spectra for each of the peptide systems.  The resulting theoretical proton affinities are in excellent agreement with experiments.  The results also suggest that the relative stability of the protonated peptides is the main source of the difference in the gas-phase basicity between the isomeric peptides.  Structurally representative conformations for the protonated peptides were identified by matching the theoretical IR spectra to the corresponding IRMPD spectra.  The band features of the IRMPD spectra were analyzed in detail by vibrational mode decomposition.  The N-probe peptide ions, LysAH+ and DapAAH+, adopt diverse backbone geometries and intramolecular hydrogen bonding networks, and rely heavily on the hydrogen bonds for conformational stabilization.  In contrast, the C-probe peptide ions, ALysH+ and AADapH+, adopt helical conformations, and benefit from the interaction between the helix macrodipole and the charged NH3+  group.  The low torsional strain on the Lys sidechain contributes significantly to the conformational stability for ALysH+ than for LysAH+.",Pharmaceutical and Chemical Sciences,https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=4785&context=uop_etds,2022,-14.534559,-6.68535,GAS-PHASE ACID-BASE PROPERTIES AND CONFORMATIONS OF OLIGOPEPTIDES THROUGH MASS SPECTROMETRY AND COMPUTATIONAL STUDIES,"Zhang, Y."
7,0.0,0.0,0.220058873295784,0.0,0.0,0.0,0.0,0.0,0.773607075214386,0.0,8,physical; level; activity; specie; female; increase; male; stress; suggest; current,Topic: 8,The Effects of Adding Motivational Interviewing to a Behavioral Coaching Intervention to Increase Physical Activity,Ryley Acrea,"Health education, Psycholoogy","Most people do not meet the physical activity guidelines set forth by the Center for Disease Control (CDC) and World Health Organization (WHO).  Sufficient physical activity plays an important role in preventing chronic illnesses, such as Type 2 diabetes, which are a burden on the health care system.  Health coaching (a client-centered approach to improve health outcomes) holds promise as a preventive strategy to change health behavior and limit office visits, thereby reducing the burden of illnesses caused by physical inactivity.  One component of health coaching that warrants more research is motivational interviewing.  The current study used a multiple baseline across participants design to evaluate the effects of adding motivational interviewing to a client-led behavioral coaching intervention to increase physical activity.  In the current study, each participant took more steps in intervention compared to baseline, but the role of MI was somewhat unclear.",Educational and School Psychology,https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=4769&context=uop_etds,2021,-3.6505582,-15.871472,The Effects of Adding Motivational Interviewing to a Behavioral Coaching Intervention to Increase Physical Activity,"Acrea, R."
8,0.0,0.3408792316913605,0.0,0.0,0.6460150480270386,0.0,0.0,0.0,0.0,0.0,4,model; energy; water; rate; drug; datum; base; material; find; increase,Topic: 4,A TIERED RECOMMENDER SYSTEM FOR COST-EFFECTIVE CLOUD INSTANCE SELECTION,Xusheng Ai,"cloud computing, machine learning, recommender system, computer engineering","Cloud computing has greatly impacted the scientific community and the end users. By leveraging cloud computing, small research institutions and undergraduate colleges are able to alleviate costs and achieve research goals without purchasing and maintaining all the hardware and software.  In addition, cloud computing allows researchers to access resources as their teams require and allows real-time collaboration with team members across the globe. Nowadays however, users are easily overwhelmed by the wide range of cloud servers and instances. Due to differences between the cloud server platforms and between instances within the platform, users find it difficult to identify the right instance match for their application.",Engineering,https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=4750&context=uop_etds,2021,-8.573117,-3.224939,A TIERED RECOMMENDER SYSTEM FOR COST-EFFECTIVE CLOUD INSTANCE SELECTION,"Ai, X."
9,0.0,0.0,0.0,0.0,0.566277265548706,0.0,0.0,0.0,0.42328768968582153,0.0,4,model; energy; water; rate; drug; datum; base; material; find; increase,Topic: 4,DETERMINING OPTIMAL RESISTANCE LOADS DURING EXERCISE IN MALE AND FEMALE COLLEGE STUDENTS,Alexia Amo,,"Exercise is a crucial component in obtaining proper health and fitness objectives in young adulthood. Determination of an optimal resistance load for men and women may aid in physiological function and reduce the likelihood of injury. We tested 32 physically active men (n=14) and women (n=18) between ages 18-25 on Proteus Motion, USA. Proteus applies continuous three-dimensional magnetic resistance loads during exercise. Testing consisted of 2 repetitions of horizontal and vertical push and pull exercises comparing performance of the dominant and non-dominant arm. Each exercise was performed with a resistance of 7lb, 14lb, 21lb, and 28lb for a total of 32 repetitions. Proteus software calculates power, explosiveness, consistency, range of motion, and braking. Analysis of variance (ANOVA) with repeated measures tested differences in results at each resistance load. Power produced between sexes was similar in press motions but differed in pulls.",Health and Sport Sciences,https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=4731&context=uop_etds,2021,-5.500717,-10.296787,DETERMINING OPTIMAL RESISTANCE LOADS DURING EXERCISE IN MALE AND FEMALE COLLEGE STUDENTS,"Amo, A."
